         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT      RURWELLS_IN     RURWELLS_OUT      MNIWELLS_IN     MNIWELLS_OUT           GHB_IN          GHB_OUT           RCH_IN          RCH_OUT           DRT_IN          DRT_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
1975-01-01T00:00:00    62     1           31.0         1888.0     104821.46885     2.6994553E+6              0.0              0.0              0.0        42445.655              0.0      84804.76680       6023.18716              0.0      33110.60953              0.0              0.0      80052.66262     1.1108806E+6     150528.72609    1.2788609E-10    8.5251041E-11              0.0              0.0     2.7513511E+6     950729.01370     1829.10831      0.0456467
1975-02-01T00:00:00    63     1           28.0         1916.0      70568.89401     4.0938234E+6              0.0              0.0              0.0        46993.301              0.0      84804.76680       5920.92911              0.0      33110.60953              0.0              0.0     874147.68280     2.2173897E+6     180651.25278    6.2542715E-11    8.4588111E-11              0.0              0.0     4.4411045E+6     1.4891337E+6     1459.46172      0.0215615
1975-03-01T00:00:00    64     1           31.0         1947.0      85832.40840     3.0734560E+6              0.0              0.0              0.0        42445.655              0.0      84804.76680       5778.51348              0.0      33110.60953              0.0              0.0     376118.91620     1.5101404E+6     262182.11338    7.6001362E-11    1.1288293E-10              0.0              0.0     4.4409214E+6     2.2387423E+6     1966.36210      0.0323587
1975-04-01T00:00:00    65     1           30.0         1977.0     1.7321410E+6     297515.92841              0.0              0.0              0.0        52317.544              0.0      84804.76680       5719.93548              0.0      33110.60953              0.0              0.0      11267.33981     695639.44610     213814.98363    1.6325906E-10    1.2834588E-10              0.0     1.7730384E+6     453642.51171     489545.26951     2050.73738      0.0702000
1975-05-01T00:00:00    66     1           31.0         2008.0     4.4176128E+6      61314.21500              0.0              0.0              0.0        71250.959              0.0      84804.76680       5763.24114              0.0      33110.60953              0.0              0.0        194.27605     1.0421348E+6     105329.51578    6.3735904E-11    7.8085780E-11              0.0     5.4680570E+6     576962.88603     286395.85676     1762.21076      0.0290006
1975-06-01T00:00:00    67     1           30.0         2038.0     2.2268658E+6     366601.23774              0.0              0.0              0.0        92695.759              0.0      84804.76680       5813.63294              0.0      33110.60953              0.0              0.0       37.5239436     310148.10578      76358.12585    1.5161217E-10    7.6918139E-11              0.0     1.9888210E+6     265923.45634     234864.45107     2321.31906      0.0816497
1975-07-01T00:00:00    68     1           31.0         2069.0     3.3904311E+6      26461.57352              0.0              0.0              0.0       101901.573              0.0      84804.76680       5881.60531              0.0      33110.60953              0.0              0.0              0.0     615953.00119      58934.13541    2.2576738E-10    1.7333068E-10              0.0     3.9181690E+6     362410.52873     219317.48371     1801.73782      0.0408679
1975-08-01T00:00:00    69     1           31.0         2100.0     3.3783853E+6      29733.70048              0.0              0.0              0.0       102383.196              0.0      84804.76680       5969.21815              0.0      33110.60953              0.0              0.0              0.0     591101.61986      56740.17955    2.0993557E-10    1.0361586E-10              0.0     3.9934140E+6     457416.71662     201473.76175     2566.09603      0.0574422
1975-09-01T00:00:00    70     1           30.0         2130.0     3.0928437E+6       9612.79623              0.0              0.0              0.0        95680.624              0.0      84804.76680       6069.76842              0.0      33110.60953              0.0              0.0              0.0     537953.57336      55669.99431    2.5710267E-10    1.7537716E-10              0.0     3.7171023E+6     478040.84664     187607.23100     2459.16828      0.0592678
1975-10-01T00:00:00    71     1           31.0         2161.0     725104.07972     2.9285908E+6              0.0              0.0              0.0        73417.291              0.0      84804.76680       6108.70858              0.0      33110.60953              0.0              0.0       3593.05911     1.7343749E+6      56655.61567    2.2142118E-10    1.7085226E-10              0.0         5524.635     884963.07513     232885.43897     1810.23128      0.0534849
1975-11-01T00:00:00    72     1           30.0         2191.0     629006.85047     1.3270504E+6              0.0              0.0              0.0        52317.544              0.0      84804.76680       6144.17759              0.0      33110.60953              0.0              0.0       2044.96996     745953.14581      62629.19256    1.5062175E-10    1.6581663E-10              0.0      41575.45215     335318.01275     182459.90618     3349.41642      0.1912633
1975-12-01T00:00:00    73     1           31.0         2222.0     536860.73554     1.0050954E+6              0.0              0.0              0.0        42445.655              0.0      84804.76680       6176.45768              0.0      33110.60953              0.0              0.0       2706.36075     549257.27911      70019.35597    2.1489722E-10    1.2146833E-10              0.0      15869.57914     239612.18105     146047.40005     1971.23235      0.1443066
1976-01-01T00:00:00    74     1           31.0         2253.0     711232.17372     388463.63657              0.0              0.0              0.0        43663.665              0.0      82871.41681       6214.90327              0.0      34118.12479              0.0              0.0       1636.96443     192085.29411      61263.75836    1.3758136E-10    2.0909891E-10              0.0     343000.65855     110045.43286     134465.90267     1670.07363      0.1583712
1976-02-01T00:00:00    75     1           29.0         2282.0     536656.02237     1.0578599E+6              0.0              0.0              0.0        46674.874              0.0      82871.41681       6246.22905              0.0      34118.12479              0.0              0.0       5500.08799     1.1546175E+6      70930.79754    1.5835108E-10    8.2698442E-11              0.0     963499.36976     732440.11412     238685.22671     1943.69488      0.0788501
1976-03-01T00:00:00    76     1           31.0         2313.0     2.7027766E+6     174272.21649              0.0              0.0              0.0        43663.665              0.0      82871.41681       6321.97171              0.0      34118.12479              0.0              0.0        725.43234     726102.25165      56376.50172    2.0636967E-10    1.1654138E-10              0.0     3.5194043E+6     570948.63524     164622.48964     1668.41249      0.0412861
