parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,j,zone,x,y
ss3_i:241_j:17_zone:1,log,factor,1.10627e-06,1e-06,0.001,ss3,1.0,0.0,1,241,17,1,6438191.690367294,1810400.278194573
ss3_i:241_j:24_zone:1,log,factor,1.03389e-06,1e-06,0.001,ss3,1.0,0.0,1,241,24,1,6441413.457354377,1811767.8371442852
ss3_i:241_j:31_zone:1,log,factor,1.24642e-06,1e-06,0.001,ss3,1.0,0.0,1,241,31,1,6444635.2243414605,1813135.3960939976
ss3_i:241_j:38_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,241,38,1,6447856.991328544,1814502.9550437103
ss3_i:241_j:45_zone:1,log,factor,1.31378e-06,1e-06,0.001,ss3,1.0,0.0,1,241,45,1,6451078.758315627,1815870.5139934227
ss3_i:241_j:52_zone:1,log,factor,1.03488e-06,1e-06,0.001,ss3,1.0,0.0,1,241,52,1,6454300.525302711,1817238.0729431352
ss3_i:241_j:59_zone:1,log,factor,1.15252e-06,1e-06,0.001,ss3,1.0,0.0,1,241,59,1,6457522.292289795,1818605.631892848
ss3_i:241_j:66_zone:1,log,factor,1.01172e-06,1e-06,0.001,ss3,1.0,0.0,1,241,66,1,6460744.059276879,1819973.1908425605
ss3_i:241_j:73_zone:1,log,factor,1.15009e-06,1e-06,0.001,ss3,1.0,0.0,1,241,73,1,6463965.826263962,1821340.7497922727
ss3_i:241_j:80_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,241,80,1,6467187.593251046,1822708.308741985
ss3_i:248_j:17_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,248,17,1,6439559.249317006,1807178.5112074893
ss3_i:248_j:24_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,248,24,1,6442781.01630409,1808546.0701572015
ss3_i:248_j:31_zone:1,log,factor,1.07958e-06,1e-06,0.001,ss3,1.0,0.0,1,248,31,1,6446002.783291173,1809913.6291069144
ss3_i:248_j:38_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,248,38,1,6449224.550278257,1811281.1880566264
ss3_i:248_j:45_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,248,45,1,6452446.31726534,1812648.747006339
ss3_i:248_j:52_zone:1,log,factor,1.07712e-06,1e-06,0.001,ss3,1.0,0.0,1,248,52,1,6455668.084252424,1814016.3059560517
ss3_i:248_j:59_zone:1,log,factor,1.14349e-06,1e-06,0.001,ss3,1.0,0.0,1,248,59,1,6458889.851239508,1815383.864905764
ss3_i:248_j:66_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,248,66,1,6462111.618226592,1816751.4238554763
ss3_i:248_j:73_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,248,73,1,6465333.385213675,1818118.982805189
ss3_i:248_j:80_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,248,80,1,6468555.152200758,1819486.5417549012
ss3_i:24_j:17_zone:5,log,factor,5.49054e-05,1e-06,0.001,ss3,1.0,0.0,1,24,17,5,6395797.362926208,1910275.0547941627
ss3_i:24_j:24_zone:5,log,factor,3.2719e-05,1e-06,0.001,ss3,1.0,0.0,1,24,24,5,6399019.129913291,1911642.6137438752
ss3_i:24_j:31_zone:4,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,24,31,4,6402240.896900374,1913010.172693588
ss3_i:24_j:38_zone:4,log,factor,1.01199e-06,1e-06,0.001,ss3,1.0,0.0,1,24,38,4,6405462.663887458,1914377.7316433
ss3_i:255_j:17_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,255,17,1,6440926.808266719,1803956.7442204056
ss3_i:255_j:24_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,255,24,1,6444148.575253802,1805324.3031701185
ss3_i:255_j:31_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,255,31,1,6447370.342240886,1806691.862119831
ss3_i:255_j:38_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,255,38,1,6450592.109227969,1808059.421069543
ss3_i:255_j:45_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,255,45,1,6453813.876215053,1809426.9800192555
ss3_i:255_j:52_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,255,52,1,6457035.643202136,1810794.538968968
ss3_i:255_j:59_zone:1,log,factor,1.01178e-06,1e-06,0.001,ss3,1.0,0.0,1,255,59,1,6460257.410189221,1812162.0979186804
ss3_i:255_j:66_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,255,66,1,6463479.177176304,1813529.656868393
ss3_i:255_j:73_zone:1,log,factor,1.05375e-06,1e-06,0.001,ss3,1.0,0.0,1,255,73,1,6466700.944163388,1814897.2158181053
ss3_i:255_j:80_zone:1,log,factor,1.09942e-06,1e-06,0.001,ss3,1.0,0.0,1,255,80,1,6469922.711150471,1816264.774767818
ss3_i:262_j:17_zone:1,log,factor,1.24483e-06,1e-06,0.001,ss3,1.0,0.0,1,262,17,1,6442294.367216432,1800734.9772333223
ss3_i:262_j:24_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,262,24,1,6445516.134203515,1802102.5361830348
ss3_i:262_j:31_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,262,31,1,6448737.901190599,1803470.0951327472
ss3_i:262_j:38_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,262,38,1,6451959.668177682,1804837.65408246
ss3_i:262_j:45_zone:1,log,factor,1.14264e-06,1e-06,0.001,ss3,1.0,0.0,1,262,45,1,6455181.435164765,1806205.213032172
ss3_i:262_j:52_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,262,52,1,6458403.202151849,1807572.7719818845
ss3_i:262_j:59_zone:1,log,factor,1.09653e-06,1e-06,0.001,ss3,1.0,0.0,1,262,59,1,6461624.969138933,1808940.330931597
ss3_i:262_j:66_zone:1,log,factor,1.03227e-06,1e-06,0.001,ss3,1.0,0.0,1,262,66,1,6464846.736126017,1810307.8898813096
ss3_i:262_j:73_zone:1,log,factor,1.08827e-06,1e-06,0.001,ss3,1.0,0.0,1,262,73,1,6468068.5031131,1811675.448831022
ss3_i:262_j:80_zone:1,log,factor,1.21134e-06,1e-06,0.001,ss3,1.0,0.0,1,262,80,1,6471290.270100184,1813043.0077807344
ss3_i:269_j:17_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,269,17,1,6443661.926166143,1797513.2102462389
ss3_i:269_j:24_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,269,24,1,6446883.693153227,1798880.7691959513
ss3_i:269_j:31_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,269,31,1,6450105.46014031,1800248.3281456635
ss3_i:269_j:38_zone:1,log,factor,1.0092e-06,1e-06,0.001,ss3,1.0,0.0,1,269,38,1,6453327.227127394,1801615.887095376
ss3_i:269_j:45_zone:1,log,factor,1.18828e-06,1e-06,0.001,ss3,1.0,0.0,1,269,45,1,6456548.994114477,1802983.4460450888
ss3_i:269_j:52_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,269,52,1,6459770.761101561,1804351.004994801
ss3_i:269_j:59_zone:1,log,factor,1.15029e-06,1e-06,0.001,ss3,1.0,0.0,1,269,59,1,6462992.528088645,1805718.5639445132
ss3_i:269_j:66_zone:1,log,factor,1.0896e-06,1e-06,0.001,ss3,1.0,0.0,1,269,66,1,6466214.295075729,1807086.122894226
ss3_i:269_j:73_zone:1,log,factor,1.1325e-06,1e-06,0.001,ss3,1.0,0.0,1,269,73,1,6469436.062062812,1808453.6818439383
ss3_i:269_j:80_zone:1,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,269,80,1,6472657.829049896,1809821.240793651
ss3_i:31_j:17_zone:5,log,factor,3.69905e-05,1e-06,0.001,ss3,1.0,0.0,1,31,17,5,6397164.92187592,1907053.2878070795
ss3_i:31_j:24_zone:5,log,factor,4.56016e-05,1e-06,0.001,ss3,1.0,0.0,1,31,24,5,6400386.688863004,1908420.846756792
ss3_i:31_j:31_zone:5,log,factor,3.55639e-05,1e-06,0.001,ss3,1.0,0.0,1,31,31,5,6403608.455850087,1909788.405706504
ss3_i:31_j:38_zone:4,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,31,38,4,6406830.222837171,1911155.9646562168
ss3_i:38_j:17_zone:5,log,factor,3.98441e-05,1e-06,0.001,ss3,1.0,0.0,1,38,17,5,6398532.480825633,1903831.520819996
ss3_i:38_j:24_zone:5,log,factor,5.89e-05,1e-06,0.001,ss3,1.0,0.0,1,38,24,5,6401754.247812716,1905199.079769708
ss3_i:38_j:31_zone:5,log,factor,5.46245e-05,1e-06,0.001,ss3,1.0,0.0,1,38,31,5,6404976.0147998,1906566.6387194204
ss3_i:38_j:38_zone:5,log,factor,4.46632e-05,1e-06,0.001,ss3,1.0,0.0,1,38,38,5,6408197.781786883,1907934.1976691328
ss3_i:3_j:31_zone:4,log,factor,1.33892e-06,1e-06,0.001,ss3,1.0,0.0,1,3,31,4,6398138.220051237,1922675.4736548385
ss3_i:45_j:24_zone:5,log,factor,6.29643e-05,1e-06,0.001,ss3,1.0,0.0,1,45,24,5,6403121.806762429,1901977.3127826245
ss3_i:45_j:31_zone:5,log,factor,5.31077e-05,1e-06,0.001,ss3,1.0,0.0,1,45,31,5,6406343.573749512,1903344.871732337
ss3_i:45_j:38_zone:5,log,factor,5.07707e-05,1e-06,0.001,ss3,1.0,0.0,1,45,38,5,6409565.340736596,1904712.4306820491
ss3_i:45_j:45_zone:5,log,factor,2.76604e-05,1e-06,0.001,ss3,1.0,0.0,1,45,45,5,6412787.107723679,1906079.9896317616
ss3_i:52_j:24_zone:5,log,factor,4.66179e-05,1e-06,0.001,ss3,1.0,0.0,1,52,24,5,6404489.365712141,1898755.545795541
ss3_i:52_j:31_zone:5,log,factor,3.40794e-05,1e-06,0.001,ss3,1.0,0.0,1,52,31,5,6407711.132699224,1900123.1047452532
ss3_i:52_j:38_zone:5,log,factor,4.49204e-05,1e-06,0.001,ss3,1.0,0.0,1,52,38,5,6410932.899686308,1901490.663694966
ss3_i:52_j:45_zone:5,log,factor,3.7696e-05,1e-06,0.001,ss3,1.0,0.0,1,52,45,5,6414154.666673391,1902858.2226446783
ss3_i:59_j:24_zone:6,log,factor,1.14074e-06,1e-06,0.001,ss3,1.0,0.0,1,59,24,6,6405856.924661853,1895533.7788084573
ss3_i:59_j:31_zone:5,log,factor,4.30285e-05,1e-06,0.001,ss3,1.0,0.0,1,59,31,5,6409078.691648937,1896901.33775817
ss3_i:59_j:38_zone:5,log,factor,5.53787e-05,1e-06,0.001,ss3,1.0,0.0,1,59,38,5,6412300.45863602,1898268.8967078824
ss3_i:59_j:45_zone:5,log,factor,3.17026e-05,1e-06,0.001,ss3,1.0,0.0,1,59,45,5,6415522.225623104,1899636.4556575948
ss3_i:66_j:17_zone:6,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,66,17,6,6404002.716624483,1890944.4528716612
ss3_i:66_j:24_zone:6,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,66,24,6,6407224.483611566,1892312.0118213736
ss3_i:66_j:31_zone:5,log,factor,5.21113e-05,1e-06,0.001,ss3,1.0,0.0,1,66,31,5,6410446.2505986495,1893679.5707710865
ss3_i:66_j:38_zone:5,log,factor,5.68353e-05,1e-06,0.001,ss3,1.0,0.0,1,66,38,5,6413668.017585733,1895047.1297207987
ss3_i:73_j:24_zone:6,log,factor,1.09839e-06,1e-06,0.001,ss3,1.0,0.0,1,73,24,6,6408592.042561279,1889090.2448342904
ss3_i:73_j:31_zone:5,log,factor,6.51441e-05,1e-06,0.001,ss3,1.0,0.0,1,73,31,5,6411813.809548362,1890457.8037840028
ss3_i:73_j:38_zone:5,log,factor,4.16292e-05,1e-06,0.001,ss3,1.0,0.0,1,73,38,5,6415035.576535446,1891825.3627337152
ss3_i:80_j:31_zone:5,log,factor,6.34366e-05,1e-06,0.001,ss3,1.0,0.0,1,80,31,5,6413181.368498074,1887236.0367969195
ss3_i:80_j:38_zone:5,log,factor,3.75989e-05,1e-06,0.001,ss3,1.0,0.0,1,80,38,5,6416403.135485157,1888603.595746632
ss3_i:87_j:24_zone:6,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,87,24,6,6411327.160460703,1882646.7108601236
ss3_i:87_j:31_zone:6,log,factor,1.05298e-06,1e-06,0.001,ss3,1.0,0.0,1,87,31,6,6414548.927447787,1884014.269809836
ss3_i:87_j:38_zone:5,log,factor,4.28404e-05,1e-06,0.001,ss3,1.0,0.0,1,87,38,5,6417770.69443487,1885381.8287595485
ss3_i:94_j:24_zone:6,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,94,24,6,6412694.719410416,1879424.94387304
ss3_i:94_j:31_zone:6,log,factor,1e-06,1e-06,0.001,ss3,1.0,0.0,1,94,31,6,6415916.486397499,1880792.502822752
ss3_i:94_j:38_zone:5,log,factor,3.74954e-05,1e-06,0.001,ss3,1.0,0.0,1,94,38,5,6419138.253384583,1882160.0617724643
ss4_i:101_j:24_zone:6,log,factor,1.13668e-06,1e-06,0.001,ss4,1.0,0.0,1,101,24,6,6414062.278360128,1876203.176885956
ss4_i:101_j:31_zone:6,log,factor,1.1484e-06,1e-06,0.001,ss4,1.0,0.0,1,101,31,6,6417284.045347212,1877570.7358356689
ss4_i:101_j:38_zone:6,log,factor,1.18894e-06,1e-06,0.001,ss4,1.0,0.0,1,101,38,6,6420505.812334295,1878938.294785381
ss4_i:108_j:24_zone:6,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,108,24,6,6415429.837309841,1872981.4098988727
ss4_i:108_j:31_zone:6,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,108,31,6,6418651.604296925,1874348.9688485847
ss4_i:108_j:38_zone:6,log,factor,1.005e-06,1e-06,0.001,ss4,1.0,0.0,1,108,38,6,6421873.371284008,1875716.5277982976
ss4_i:10_j:17_zone:5,log,factor,1.09447e-06,1e-06,0.001,ss4,1.0,0.0,1,10,17,5,6393062.245026783,1916718.5887683297
ss4_i:10_j:24_zone:4,log,factor,1.0501e-06,1e-06,0.001,ss4,1.0,0.0,1,10,24,4,6396284.012013867,1918086.147718042
ss4_i:10_j:31_zone:4,log,factor,1.09781e-06,1e-06,0.001,ss4,1.0,0.0,1,10,31,4,6399505.77900095,1919453.7066677543
ss4_i:115_j:24_zone:6,log,factor,1.01702e-06,1e-06,0.001,ss4,1.0,0.0,1,115,24,6,6416797.396259553,1869759.642911789
ss4_i:115_j:31_zone:6,log,factor,1.077e-06,1e-06,0.001,ss4,1.0,0.0,1,115,31,6,6420019.163246636,1871127.2018615012
ss4_i:115_j:38_zone:6,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,115,38,6,6423240.93023372,1872494.7608112136
ss4_i:115_j:45_zone:8,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,115,45,8,6426462.697220803,1873862.3197609263
ss4_i:122_j:24_zone:6,log,factor,1.12573e-06,1e-06,0.001,ss4,1.0,0.0,1,122,24,6,6418164.955209265,1866537.8759247053
ss4_i:122_j:31_zone:6,log,factor,1.01538e-06,1e-06,0.001,ss4,1.0,0.0,1,122,31,6,6421386.722196349,1867905.434874418
ss4_i:122_j:38_zone:8,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,122,38,8,6424608.489183432,1869272.9938241304
ss4_i:122_j:45_zone:8,log,factor,1.15312e-06,1e-06,0.001,ss4,1.0,0.0,1,122,45,8,6427830.256170516,1870640.5527738428
ss4_i:129_j:17_zone:7,log,factor,1.02364e-06,1e-06,0.001,ss4,1.0,0.0,1,129,17,7,6416310.747171895,1861948.5499879096
ss4_i:129_j:24_zone:7,log,factor,1.01622e-06,1e-06,0.001,ss4,1.0,0.0,1,129,24,7,6419532.514158978,1863316.108937622
ss4_i:129_j:31_zone:6,log,factor,1.10464e-06,1e-06,0.001,ss4,1.0,0.0,1,129,31,6,6422754.281146062,1864683.6678873345
ss4_i:129_j:38_zone:8,log,factor,1.35232e-06,1e-06,0.001,ss4,1.0,0.0,1,129,38,8,6425976.048133145,1866051.226837047
ss4_i:129_j:45_zone:8,log,factor,1.03659e-06,1e-06,0.001,ss4,1.0,0.0,1,129,45,8,6429197.815120229,1867418.7857867596
ss4_i:129_j:52_zone:8,log,factor,1.06875e-06,1e-06,0.001,ss4,1.0,0.0,1,129,52,8,6432419.582107312,1868786.344736472
ss4_i:129_j:59_zone:8,log,factor,1.11213e-06,1e-06,0.001,ss4,1.0,0.0,1,129,59,8,6435641.349094396,1870153.903686184
ss4_i:136_j:10_zone:7,log,factor,1.05626e-06,1e-06,0.001,ss4,1.0,0.0,1,136,10,7,6414456.539134524,1857359.2240511137
ss4_i:136_j:17_zone:7,log,factor,1.4061e-06,1e-06,0.001,ss4,1.0,0.0,1,136,17,7,6417678.306121607,1858726.783000826
ss4_i:136_j:24_zone:7,log,factor,1.16353e-06,1e-06,0.001,ss4,1.0,0.0,1,136,24,7,6420900.073108691,1860094.3419505383
ss4_i:136_j:31_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,136,31,3,6424121.840095774,1861461.900900251
ss4_i:136_j:38_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,136,38,3,6427343.607082858,1862829.4598499637
ss4_i:136_j:45_zone:3,log,factor,1.07715e-06,1e-06,0.001,ss4,1.0,0.0,1,136,45,3,6430565.374069941,1864197.018799676
ss4_i:136_j:52_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,136,52,2,6433787.141057025,1865564.5777493883
ss4_i:136_j:59_zone:2,log,factor,1.05527e-06,1e-06,0.001,ss4,1.0,0.0,1,136,59,2,6437008.908044109,1866932.1366991007
ss4_i:136_j:66_zone:2,log,factor,1.05893e-06,1e-06,0.001,ss4,1.0,0.0,1,136,66,2,6440230.675031193,1868299.6956488132
ss4_i:143_j:10_zone:7,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,143,10,7,6415824.098084236,1854137.45706403
ss4_i:143_j:17_zone:7,log,factor,1.343e-06,1e-06,0.001,ss4,1.0,0.0,1,143,17,7,6419045.865071319,1855505.0160137424
ss4_i:143_j:24_zone:7,log,factor,1.24437e-06,1e-06,0.001,ss4,1.0,0.0,1,143,24,7,6422267.6320584025,1856872.5749634549
ss4_i:143_j:31_zone:7,log,factor,1.09826e-06,1e-06,0.001,ss4,1.0,0.0,1,143,31,7,6425489.399045486,1858240.1339131675
ss4_i:143_j:38_zone:3,log,factor,1.11394e-06,1e-06,0.001,ss4,1.0,0.0,1,143,38,3,6428711.1660325695,1859607.69286288
ss4_i:143_j:45_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,143,45,3,6431932.933019653,1860975.251812592
ss4_i:143_j:52_zone:2,log,factor,1.14737e-06,1e-06,0.001,ss4,1.0,0.0,1,143,52,2,6435154.700006736,1862342.8107623048
ss4_i:143_j:59_zone:2,log,factor,1.07393e-06,1e-06,0.001,ss4,1.0,0.0,1,143,59,2,6438376.466993821,1863710.369712017
ss4_i:143_j:66_zone:2,log,factor,1.00011e-06,1e-06,0.001,ss4,1.0,0.0,1,143,66,2,6441598.233980904,1865077.9286617297
ss4_i:150_j:17_zone:7,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,150,17,7,6420413.424021032,1852283.249026659
ss4_i:150_j:24_zone:7,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,150,24,7,6423635.191008115,1853650.8079763716
ss4_i:150_j:31_zone:7,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,150,31,7,6426856.957995199,1855018.366926084
ss4_i:150_j:38_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,150,38,3,6430078.724982282,1856385.925875796
ss4_i:150_j:45_zone:3,log,factor,1.14257e-06,1e-06,0.001,ss4,1.0,0.0,1,150,45,3,6433300.491969366,1857753.484825509
ss4_i:150_j:52_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,150,52,2,6436522.258956449,1859121.043775221
ss4_i:150_j:59_zone:2,log,factor,1.26258e-06,1e-06,0.001,ss4,1.0,0.0,1,150,59,2,6439744.0259435335,1860488.6027249333
ss4_i:150_j:66_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,150,66,2,6442965.792930617,1861856.1616746464
ss4_i:157_j:24_zone:7,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,157,24,7,6425002.749957828,1850429.040989288
ss4_i:157_j:31_zone:7,log,factor,1.11216e-06,1e-06,0.001,ss4,1.0,0.0,1,157,31,7,6428224.516944911,1851796.5999390003
ss4_i:157_j:38_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,157,38,3,6431446.283931995,1853164.1588887128
ss4_i:157_j:45_zone:3,log,factor,1.09716e-06,1e-06,0.001,ss4,1.0,0.0,1,157,45,3,6434668.050919078,1854531.7178384247
ss4_i:157_j:52_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,157,52,3,6437889.817906162,1855899.2767881376
ss4_i:157_j:59_zone:2,log,factor,1.28607e-06,1e-06,0.001,ss4,1.0,0.0,1,157,59,2,6441111.584893246,1857266.83573785
ss4_i:157_j:66_zone:2,log,factor,1.0438e-06,1e-06,0.001,ss4,1.0,0.0,1,157,66,2,6444333.35188033,1858634.3946875627
ss4_i:164_j:24_zone:7,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,164,24,7,6426370.3089075405,1847207.2740022044
ss4_i:164_j:31_zone:7,log,factor,1.48756e-06,1e-06,0.001,ss4,1.0,0.0,1,164,31,7,6429592.075894624,1848574.8329519168
ss4_i:164_j:38_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,164,38,3,6432813.842881708,1849942.3919016293
ss4_i:164_j:45_zone:3,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,164,45,3,6436035.609868791,1851309.9508513417
ss4_i:164_j:52_zone:3,log,factor,1.05201e-06,1e-06,0.001,ss4,1.0,0.0,1,164,52,3,6439257.376855874,1852677.509801054
ss4_i:164_j:59_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,164,59,2,6442479.143842959,1854045.0687507663
ss4_i:164_j:66_zone:2,log,factor,1.14348e-06,1e-06,0.001,ss4,1.0,0.0,1,164,66,2,6445700.910830042,1855412.6277004792
ss4_i:171_j:24_zone:7,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,171,24,7,6427737.867857253,1843985.5070151207
ss4_i:171_j:31_zone:7,log,factor,1.01799e-06,1e-06,0.001,ss4,1.0,0.0,1,171,31,7,6430959.634844337,1845353.065964833
ss4_i:171_j:38_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,171,38,1,6434181.40183142,1846720.6249145456
ss4_i:171_j:45_zone:3,log,factor,1.24505e-06,1e-06,0.001,ss4,1.0,0.0,1,171,45,3,6437403.168818504,1848088.183864258
ss4_i:171_j:52_zone:3,log,factor,1.00888e-06,1e-06,0.001,ss4,1.0,0.0,1,171,52,3,6440624.935805587,1849455.7428139704
ss4_i:171_j:59_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,171,59,2,6443846.702792672,1850823.3017636829
ss4_i:171_j:66_zone:2,log,factor,1.01936e-06,1e-06,0.001,ss4,1.0,0.0,1,171,66,2,6447068.469779755,1852190.8607133955
ss4_i:171_j:73_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,171,73,2,6450290.236766839,1853558.419663108
ss4_i:178_j:24_zone:7,log,factor,1.33899e-06,1e-06,0.001,ss4,1.0,0.0,1,178,24,7,6429105.426806965,1840763.7400280368
ss4_i:178_j:31_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,178,31,1,6432327.193794048,1842131.2989777497
ss4_i:178_j:38_zone:1,log,factor,1.15783e-06,1e-06,0.001,ss4,1.0,0.0,1,178,38,1,6435548.960781132,1843498.857927462
ss4_i:178_j:45_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,178,45,1,6438770.727768215,1844866.4168771743
ss4_i:178_j:52_zone:1,log,factor,1.04006e-06,1e-06,0.001,ss4,1.0,0.0,1,178,52,1,6441992.494755299,1846233.975826887
ss4_i:178_j:59_zone:2,log,factor,1.26479e-06,1e-06,0.001,ss4,1.0,0.0,1,178,59,2,6445214.261742383,1847601.5347765996
ss4_i:178_j:66_zone:2,log,factor,1.0223e-06,1e-06,0.001,ss4,1.0,0.0,1,178,66,2,6448436.028729467,1848969.093726312
ss4_i:178_j:73_zone:2,log,factor,1.1271e-06,1e-06,0.001,ss4,1.0,0.0,1,178,73,2,6451657.79571655,1850336.6526760245
ss4_i:178_j:80_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,178,80,2,6454879.562703634,1851704.211625737
ss4_i:17_j:17_zone:5,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,17,17,5,6394429.803976495,1913496.8217812465
ss4_i:17_j:24_zone:4,log,factor,1.09493e-06,1e-06,0.001,ss4,1.0,0.0,1,17,24,4,6397651.570963578,1914864.380730959
ss4_i:17_j:31_zone:4,log,factor,1.41731e-06,1e-06,0.001,ss4,1.0,0.0,1,17,31,4,6400873.337950662,1916231.939680671
ss4_i:17_j:38_zone:4,log,factor,1.26847e-06,1e-06,0.001,ss4,1.0,0.0,1,17,38,4,6404095.104937745,1917599.4986303835
ss4_i:185_j:31_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,185,31,1,6433694.752743761,1838909.5319906664
ss4_i:185_j:38_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,185,38,1,6436916.519730845,1840277.0909403784
ss4_i:185_j:45_zone:1,log,factor,1.05398e-06,1e-06,0.001,ss4,1.0,0.0,1,185,45,1,6440138.286717928,1841644.649890091
ss4_i:185_j:52_zone:1,log,factor,1.32615e-06,1e-06,0.001,ss4,1.0,0.0,1,185,52,1,6443360.053705012,1843012.2088398037
ss4_i:185_j:59_zone:1,log,factor,1.13284e-06,1e-06,0.001,ss4,1.0,0.0,1,185,59,1,6446581.820692096,1844379.767789516
ss4_i:185_j:66_zone:2,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,185,66,2,6449803.587679179,1845747.3267392288
ss4_i:185_j:73_zone:2,log,factor,1.15921e-06,1e-06,0.001,ss4,1.0,0.0,1,185,73,2,6453025.354666263,1847114.885688941
ss4_i:185_j:80_zone:2,log,factor,1.15615e-06,1e-06,0.001,ss4,1.0,0.0,1,185,80,2,6456247.121653346,1848482.4446386532
ss4_i:192_j:31_zone:1,log,factor,1.07423e-06,1e-06,0.001,ss4,1.0,0.0,1,192,31,1,6435062.311693474,1835687.7650035827
ss4_i:192_j:38_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,192,38,1,6438284.078680557,1837055.3239532951
ss4_i:192_j:45_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,192,45,1,6441505.845667641,1838422.882903008
ss4_i:192_j:52_zone:1,log,factor,1e-06,1e-06,0.001,ss4,1.0,0.0,1,192,52,1,6444727.612654724,1839790.44185272
