obsnme,obsval,weight,obgnme,observationname,oname,otype,start,term,time,usecol,standard_deviation
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2322,-6.02663091324,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2323,-6.0461803299,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2324,-6.81669544395,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2325,-7.19107576096,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2326,-6.98264728737,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2327,-7.12087135034,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2328,-8.245045767,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2329,-7.96157823709,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2330,-7.9555866592,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2331,-8.72274317066,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2332,-8.60419253312,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2333,-8.11511382183,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2334,-8.11659793966,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2335,-8.50388253732,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2336,-8.45762640859,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2337,-8.06707582724,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2338,-8.91369756247,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2339,-9.36784737169,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2340,-9.05684346695,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2341,-9.04060751603,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2342,-9.95914864426,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2343,-10.4213765849,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2344,-10.4553624694,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2345,-10.6987257003,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2346,-11.9252319477,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_2347,-15.2223805116,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_53232,-16.7333032913,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_53233,-17.0015773193,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_53234,-17.0079547603,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-04_53235,-17.6731929532,28.46336101629318,hds,l12-04,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2348,-10.5325563289,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2349,-8.06779777193,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2350,-9.76205128469,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2351,-13.2696707042,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2352,-13.5007244286,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2353,-10.3086652989,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2354,33.6389746161,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2355,-4.00023698812,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2356,-1.37109493629,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2357,-1.27749860615,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2358,-4.69633740606,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2359,-2.45275144537,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2360,-2.46381405991,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2361,-5.10275201039,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2362,-6.44978348211,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2363,-3.80274282015,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2364,-2.76771059931,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2365,-4.08932910014,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2366,-6.16698156628,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2367,-3.70917911548,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2368,-2.26803337884,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2369,-3.81873245904,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2370,-6.04582856766,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2371,-3.49655853692,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2372,-3.07564605333,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2373,-6.60072721947,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2374,-8.19281447524,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2375,-4.31170711142,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2376,-4.51056414369,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2377,-8.80480201307,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2378,-6.29480340367,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2379,-7.71774227228,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-05_2380,-11.7741633295,28.46336101629318,hds,l12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_1,65.5632113113,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_10,-0.217137414409,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_11,0.529603889726,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_12,0.323240203422,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_13,0.0456374660812,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_14,-0.238163608075,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_15,-0.552646725387,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_16,-0.95413132097,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_17,-1.53797596918,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_18,-2.25029656372,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_19,-3.04043066874,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_2,0.329488454415,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_20,-3.92742866165,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_21,-4.53720449788,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_22,-4.90473026744,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_23,-5.31484749224,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_24,-4.94588730236,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_25,-4.42684840141,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_26,-4.7760568473,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_27,-5.36071872043,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_28,-6.11807744827,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_29,-6.81459701997,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_3,0.261056287254,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_30,-7.46464971809,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_31,-8.19276809976,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_32,-9.02890583304,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_4,0.114592501339,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_5,-0.204070782205,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_6,-0.7264335837,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_7,-1.35530911372,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_8,-1.88352422256,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-06_9,-1.55071459922,28.46336101629318,hds,l12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_1,63.2807449463,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_10,-1.33570106136,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_11,-0.70972141384,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_12,1.22867161152,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_13,1.92595879424,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_14,1.31135950829,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_15,0.825238466097,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_16,0.414682767757,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_17,-0.000531959208196,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_18,-0.547632688088,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_19,-1.24869214412,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_2,0.349133089589,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_20,-1.99212483917,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_21,-2.80758213158,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_22,-3.69872128405,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_23,-4.33868642295,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_24,-4.78273256476,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_25,-5.26976903418,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_26,-4.56723466781,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_27,-3.81122080993,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_28,-4.43279903083,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_29,-5.11068876125,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_3,0.969654960996,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_30,-5.87073727199,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_31,-6.57969480286,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_32,-7.27604422607,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_33,-8.03018912842,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_34,-8.85911548882,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_4,1.69487450494,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_5,1.31872791788,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_6,1.00677823965,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_7,0.569385429618,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_8,-0.0465288716903,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l12-07_9,-0.736860993265,28.46336101629318,hds,l12-07,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2381,-10.5324800436,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2382,-20.6137162476,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2383,-6.8559961361,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2384,-17.195119737,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2385,-6.3690695086,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2386,-17.9992601986,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2387,-10.3217548569,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2388,19.8764200062,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2389,-8.93918139537,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2390,-0.738510532377,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2391,-8.83233202452,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2392,-1.6807592137,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2393,-10.8571882926,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2394,-1.31939374319,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2395,0.504099830757,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2396,-7.78793560495,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2397,-0.755347427662,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2398,-13.1919706,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2399,-4.21738104244,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2400,-15.0672654234,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2401,-14.985041447,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2402,-14.3028949463,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2403,-13.7060167582,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2404,-7.99827399406,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_2405,-20.4977356694,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_52931,-13.0274627768,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_52964,-21.4404365326,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-01_53091,-21.5325482024,28.46336101629318,hds,l13-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2406,-6.70174895775,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2407,-12.3963906331,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2408,-1.31864049075,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2409,-8.68459789112,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2410,-3.51720119263,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2411,-10.9665189372,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2412,-3.41901684162,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2413,8.21676127889,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2414,7.58982704696,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2415,2.90176019171,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2416,8.16123909627,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:l13-02_2417,-2.60102222341,28.46336101629318,hds,l13-02,hds,lst,,,,simulatedequivalent,0.5
