obsnme,obsval,weight,obgnme,observationname,oname,otype,start,term,time,usecol,standard_deviation
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1010,0.382544356752,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1011,0.536059409712,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1012,2.73376561776,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1013,4.40218170502,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1014,4.75848611407,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1015,2.82011900373,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1016,1.3175032565,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1017,1.18302965084,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1018,0.830997797573,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1019,0.501719738158,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1020,0.386676395386,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1021,2.19139403176,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1022,4.29313823353,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1023,0.991440125337,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1024,0.551449969652,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1025,3.17900535445,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1026,0.598181156692,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1027,1.03877484867,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_1028,0.261360611264,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_973,292.629547859,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_974,-0.677216987957,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_975,0.97450562719,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_976,0.650031059626,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_977,3.35801139067,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_978,1.50511108749,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_979,0.474398876199,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_980,0.331431757361,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_981,0.71816830524,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_982,1.18198665457,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_983,1.038592219,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_984,0.325991375856,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_985,3.91158705349,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_986,0.77965305089,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_987,0.281214358569,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_988,0.631759119052,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_989,4.490588642,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_990,0.641202173324,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_991,0.354088865256,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_992,0.570280308964,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_993,4.24247065849,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_994,1.28468776314,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_995,0.407441852484,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_996,0.351114510355,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_997,1.05389336125,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_998,3.5775065229,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-02_999,4.06960524808,28.46336101629318,hds,j08-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1029,-2.80111284319,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1030,-7.27339902729,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1031,-5.97549011848,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1032,-10.0775009344,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1033,-8.03776339744,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1034,-13.1859485585,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1035,208.894057351,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_1036,-4.95478718562,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_52847,-16.3802428826,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-03_53057,-14.6986265473,28.46336101629318,hds,j08-03,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1043,-2.15038575518,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1044,-2.60519980795,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1045,-2.58613879538,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1046,-2.9353493299,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1047,-2.72288862496,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1048,-5.27315372527,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1049,253.331609304,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1050,-1.6894363219,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1051,-0.281087816297,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1052,-2.7221987148,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1053,-0.756754040453,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1054,-2.60763628398,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1055,-0.707305148172,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1056,-2.78170849029,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1057,-1.07764769966,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1058,-1.30566871861,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1059,-1.04400746918,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1060,-3.232644723,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1061,-0.937294657111,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1062,-2.92360099662,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1063,-1.77911757495,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1064,-1.90008910649,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1065,-2.24671398086,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1066,-3.50938258388,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1067,-2.32360253247,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_1068,-2.63500464918,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_52745,-3.27269360214,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_52954,-3.31602529587,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_52985,-5.91607171638,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j08-05_53113,-6.16649067359,28.46336101629318,hds,j08-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1069,2.60143296253,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1070,0.148221690659,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1071,6.3335807929,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1072,2.32780165734,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1073,1.14481356323,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1074,-0.463644168054,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1075,-0.109193616654,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1076,0.25307879459,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1077,179.457978975,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1078,8.71007754652,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1079,0.262016739717,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1080,4.73087166471,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1081,3.0928517032,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1082,8.83282474264,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1083,10.3292786375,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j10-01_1084,3.36779104462,28.46336101629318,hds,j10-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_1090,-1.80203208381,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_1091,0.0881932158546,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_1092,-12.5834539059,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_1093,1.66279521681,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_1094,-8.50873918658,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_1095,3.65519706263,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_1096,-11.3429003981,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_52738,-1.7483500631,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_52929,-5.17174518224,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_52962,-15.6919244202,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-05_53089,-14.7807598522,28.46336101629318,hds,j12-05,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1097,-19.5227419579,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1098,1.27754524155,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1099,1.87422065245,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1100,-0.224581861978,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1101,0.756994259169,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1102,-5.43794377318,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1103,3.91236377391,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j12-06_1104,-8.50385659356,28.46336101629318,hds,j12-06,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j13-02_1137,3.14043233765,28.46336101629318,hds,j13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j13-02_1138,-8.15176403354,28.46336101629318,hds,j13-02,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:j13-02_1139,5.36223591781,28.46336101629318,hds,j13-02,hds,lst,,,,simulatedequivalent,0.5
